date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:14:03	644529/644529	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-9d5b1%22	https://theseniorsurvey2024.insightiitb.org/images/acads.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/acads.png	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:10	2553412/2553412	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-26f644%22	https://theseniorsurvey2024.insightiitb.org/images/careerIllustration.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/careerIllustration.png	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:10	252/252	---M--	200	added ('OK')	application/javascript	etag:%2266b63b8a-fc%22	https://theseniorsurvey2024.insightiitb.org/index.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/index.js	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:11	9231/9231	---M-Z	200	added ('OK')	text/css	etag:W/%2266b63b8a-240f%22	https://theseniorsurvey2024.insightiitb.org/academics.css	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/academics.css	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:14	7298689/7298689	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-6f5e81%22	https://theseniorsurvey2024.insightiitb.org/images/perosnalIllustration.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/perosnalIllustration.png	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:16	205488/205488	---M-Z	200	added ('OK')	application/javascript	etag:W/%22322b0-FCE94FYH/xXibLgFDaR/P7I10CY%22	https://cdn.jsdelivr.net/npm/chart.js@4.4.2/dist/chart.umd.min.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/cdn.jsdelivr.net/npm/chart.js@4.4.2/dist/chart.umd.min.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:16	1262/1262	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4ee%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads1.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads1.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:17	1173/1173	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-495%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads2.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads2.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:17	1279/1279	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4ff%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads7.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads7.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:17	1259/1259	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4eb%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads9.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads9.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:18	1251/1251	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4e3%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads10.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads10.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:18	1303/1303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-517%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads11.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads11.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:18	8928487/8928487	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-883ce7%22	https://theseniorsurvey2024.insightiitb.org/images/home.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/home.png	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:18	1143/1143	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-477%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads12.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads12.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:19	1160/1160	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-488%22	https://theseniorsurvey2024.insightiitb.org/Charts/Acads13.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Acads13.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:19	28481/28481	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-6f41%22	https://theseniorsurvey2024.insightiitb.org/CHARTS.JS/acads.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/CHARTS.JS/acads.js	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:19	8921/8921	---M-Z	200	added ('OK')	text/css	etag:W/%2266b63b8a-22d9%22	https://theseniorsurvey2024.insightiitb.org/career.css	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/career.css	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:20	1221/1221	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4c5%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career1.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career1.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:20	1219/1219	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4c3%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career2.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career2.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:21	1323/1323	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-52b%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career4.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career4.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:21	1298/1298	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-512%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career5.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career5.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:22	1227/1227	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4cb%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career7.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career7.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:22	5064182/5064182	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-4d45f6%22	https://theseniorsurvey2024.insightiitb.org/images/acads%20with%20text.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/acads%20with%20text.png	(from https://theseniorsurvey2024.insightiitb.org/Academics.html)
14:14:22	1220/1220	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4c4%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career8.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career8.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:22	14494665/14494665	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-dd2bc9%22	https://theseniorsurvey2024.insightiitb.org/images/MiscellaneousIllustration.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/MiscellaneousIllustration.png	(from https://theseniorsurvey2024.insightiitb.org/index.html)
14:14:22	1135/1135	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-46f%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career9.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career9.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:23	3784761/3784761	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-39c039%22	https://theseniorsurvey2024.insightiitb.org/images/career%20with%20text.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/career%20with%20text.png	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:23	1108/1108	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-454%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career10.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career10.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:23	1136/1136	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-470%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career11.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career11.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:23	1136/1136	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-470%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career12.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career12.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:24	1136/1136	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-470%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career13.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career13.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:24	1093/1093	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-445%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career16.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career16.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:24	1093/1093	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-445%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career17.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career17.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:25	1093/1093	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-445%22	https://theseniorsurvey2024.insightiitb.org/Charts/Career18.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/Career18.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:25	9947/9947	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-26db%22	https://theseniorsurvey2024.insightiitb.org/CHARTS.JS/career.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/CHARTS.JS/career.js	(from https://theseniorsurvey2024.insightiitb.org/Career.html)
14:14:26	8969/8969	---M-Z	200	added ('OK')	text/css	etag:W/%2266b63b8a-2309%22	https://theseniorsurvey2024.insightiitb.org/personal.css	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/personal.css	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:27	1384/1384	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-568%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers1.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers1.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:27	1108/1108	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-454%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers2.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers2.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:28	1185/1185	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4a1%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers3.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers3.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:28	1109/1109	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-455%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers5.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers5.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:28	1046/1046	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-416%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers6.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers6.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:29	1092/1092	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-444%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers7.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers7.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:29	1093/1093	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-445%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers8.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers8.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:29	1167/1167	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-48f%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers9.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers9.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:30	1216/1216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4c0%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers10.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers10.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:30	1164/1164	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-48c%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers11.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers11.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:30	1309/1309	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-51d%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers12.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers12.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:31	1149/1149	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-47d%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers19.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers19.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:31	1194/1194	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4aa%22	https://theseniorsurvey2024.insightiitb.org/Charts/pers20.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/pers20.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:31	10884/10884	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-2a84%22	https://theseniorsurvey2024.insightiitb.org/CHARTS.JS/personal.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/CHARTS.JS/personal.js	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:32	9454/9454	---M-Z	200	added ('OK')	text/css	etag:W/%2266b63b8a-24ee%22	https://theseniorsurvey2024.insightiitb.org/miscellaneous.css	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/miscellaneous.css	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:33	1277/1277	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4fd%22	https://theseniorsurvey2024.insightiitb.org/Charts/mis2.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/mis2.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:33	76/76	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%224c-SeVK/b+Wz70TuOwsyRMsDljUQuM%22	https://cdn.jsdelivr.net/npm/chart.js@4.4.2/dis%20%20%20%20%20%20%20%20t/chart.umd.min.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/cdn.jsdelivr.net/npm/chart.js@4.4.2/dis%20%20%20%20%20%20%20%20t/chart.umd.min.3f.delayed	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:34	10058481/10058481	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-997af1%22	https://theseniorsurvey2024.insightiitb.org/images/personal%20with%20text.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/personal%20with%20text.png	(from https://theseniorsurvey2024.insightiitb.org/Personal.html)
14:14:34	1267/1267	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-4f3%22	https://theseniorsurvey2024.insightiitb.org/Charts/mis3.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/mis3.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:34	1085/1085	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-43d%22	https://theseniorsurvey2024.insightiitb.org/Charts/mis5.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/mis5.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:35	1143/1143	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-477%22	https://theseniorsurvey2024.insightiitb.org/Charts/mis6.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/mis6.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:35	1105/1105	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-451%22	https://theseniorsurvey2024.insightiitb.org/Charts/mis7.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/Charts/mis7.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:35	12432/12432	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b63b8a-3090%22	https://theseniorsurvey2024.insightiitb.org/CHARTS.JS/miscellaneous.js	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/CHARTS.JS/miscellaneous.js	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
14:14:42	12167969/12167969	---M--	200	added ('OK')	image/png	etag:%2266b63b8a-b9ab21%22	https://theseniorsurvey2024.insightiitb.org/images//misc%20with%20text.png	D:/senior%20survey%202025%20files/Senior%20Survey%202025/theseniorsurvey2024.insightiitb.org/images/misc%20with%20text.png	(from https://theseniorsurvey2024.insightiitb.org/Miscellaneous.html)
